Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane
Q06596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294		0	False
P24813	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	409		0	False
Q3U827	Mus musculus	Metazoa	592		0	False
Q9BQG0	Homo sapiens	Metazoa	1328		0	False
P86981	Podarcis siculus	Metazoa	81		0	False
Q9M3K7	Spinacia oleracea	Viridiplantae	101		0	False
Q6YSY5	Oryza sativa subsp. japonica	Viridiplantae	357		0	False
D0Q0Y7	Rattus norvegicus	Metazoa	160		0	True
Q969Z0	Homo sapiens	Metazoa	631		0	False
E1JH25	Drosophila melanogaster	Metazoa	1876		0	False
Q8VYM2	Arabidopsis thaliana	Viridiplantae	524		0	True
P40155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	199		0	False
Q9NQV6	Homo sapiens	Metazoa	1147		0	False
Q12415	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	435		0	False
Q9EQN3	Mus musculus	Metazoa	387		0	False
A0A7J6K629	Toxoplasma gondii	Other	547		0	True
Q07800	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	427		0	False
P82248	Spinacia oleracea	Viridiplantae	168		0	False
Q9ZST4	Arabidopsis thaliana	Viridiplantae	196		0	False
Q9R1X4	Mus musculus	Metazoa	1197		0	False
Q22557	Caenorhabditis elegans	Metazoa	368		0	False
Q12996	Homo sapiens	Metazoa	717		0	False
P07236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	462		0	False
O75934	Homo sapiens	Metazoa	225		0	False
P56975	Homo sapiens	Metazoa	720		0	False
Q93015	Homo sapiens	Metazoa	286		0	False
P29084	Homo sapiens	Metazoa	291		0	False
Q9FME4	Arabidopsis thaliana	Viridiplantae	521		0	False
P48771	Mus musculus	Metazoa	83		0	True
Q5XKL5	Homo sapiens	Metazoa	1792		0	False
Q80Z37	Mus musculus	Metazoa	1033		0	False
Q709R6	Drosophila melanogaster	Metazoa	399		0	False
P34909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587		0	False
Q12874	Homo sapiens	Metazoa	501		0	False
P21620	Leishmania donovani	Other	514		0	False
Q61097	Mus musculus	Metazoa	873		0	False
Q05CL8	Mus musculus	Metazoa	570		0	False
P0C512	Oryza sativa subsp. japonica	Viridiplantae	477		0	False
Q03482	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	75		0	False
P0CY11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	126		0	False
O59734	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	78		0	False
P25621	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	512		0	True
Q6NLW5	Arabidopsis thaliana	Viridiplantae	300		0	False
Q9LUJ5	Arabidopsis thaliana	Viridiplantae	293		0	False
P30044	Homo sapiens	Metazoa	214		0	False
Q8WV28	Homo sapiens	Metazoa	456		0	False
Q14686	Homo sapiens	Metazoa	2063		0	False
Q08421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412		0	False
Q8K0B2	Mus musculus	Metazoa	537		0	True
Q9S7D1	Arabidopsis thaliana	Viridiplantae	808		0	False
Q9SYD8	Arabidopsis thaliana	Viridiplantae	210		0	False
Q9NWH2	Homo sapiens	Metazoa	141		0	True
Q9T6H8	Arabidopsis thaliana	Viridiplantae	382		0	True
Q9FZ96	Arabidopsis thaliana	Viridiplantae	356		0	True
O74792	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	515		0	False
Q9CQF3	Mus musculus	Metazoa	227		0	False
Q8TDT2	Homo sapiens	Metazoa	470		0	True
Q9Y6M1	Homo sapiens	Metazoa	599		0	False
O70361	Mus musculus	Metazoa	1113		0	False
P07199	Homo sapiens	Metazoa	599		0	False
Q8IY92	Homo sapiens	Metazoa	1834		0	False
Q9P0R6	Homo sapiens	Metazoa	139		0	False
P40847	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254		0	False
Q0WNB1	Arabidopsis thaliana	Viridiplantae	243		0	False
O95833	Homo sapiens	Metazoa	236		0	True
Q9Y5L0	Homo sapiens	Metazoa	923		0	False
Q9C0C7	Homo sapiens	Metazoa	1298		0	False
A0A7U2QXY7	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	Fungi	438		0	False
Q9ZV06	Arabidopsis thaliana	Viridiplantae	236		0	False
Q8IP99	Drosophila melanogaster	Metazoa	308		0	False
P53883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	403		0	False
Q8GWR1	Arabidopsis thaliana	Viridiplantae	447		0	False
Q9P7B8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	399		0	False
Q12275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1648		0	False
D3ZUA0	Rattus norvegicus	Metazoa	338		0	False
Q6PIV2	Homo sapiens	Metazoa	292		0	False
P47148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283		0	False
Q07623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	225		0	False
Q96SB3	Homo sapiens	Metazoa	817		0	False
Q9P7W8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	780		0	False
Q2VUH8	Komagataella pastoris	Fungi	323		0	False
A3BK75	Oryza sativa subsp. japonica	Viridiplantae	482		0	False
Q9H5Z6	Homo sapiens	Metazoa	455		0	False
O94561	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	195		0	False
Q5BJY9	Rattus norvegicus	Metazoa	423		0	False
Q8GYU3	Arabidopsis thaliana	Viridiplantae	1465		0	False
Q9ERV1	Mus musculus	Metazoa	416		0	False
Q9FNE9	Arabidopsis thaliana	Viridiplantae	349		0	False
Q04370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	399		0	True
P40850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	830		0	False
Q96FQ6	Homo sapiens	Metazoa	103		0	False
O35284	Mus musculus	Metazoa	125		0	False
O89050	Mus musculus	Metazoa	735		0	False
P27895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1000		0	False
Q9Y2D8	Homo sapiens	Metazoa	614		0	False
O17670	Caenorhabditis elegans	Metazoa	503		0	False
O49290	Arabidopsis thaliana	Viridiplantae	339		0	False
Q96SW2	Homo sapiens	Metazoa	442		0	False
P14618	Homo sapiens	Metazoa	531		0	False
Q9NPD3	Homo sapiens	Metazoa	245		0	False
P87176	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	269		0	False
Q12931	Homo sapiens	Metazoa	704		0	False
P53944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314		0	False
Q03954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	165		0	False
A2AIV2	Mus musculus	Metazoa	1811		0	False
O88484	Rattus norvegicus	Metazoa	530		0	False
Q16385	Homo sapiens	Metazoa	188		0	False
Q9U7D5	Caenorhabditis elegans	Metazoa	611		0	True
Q9Y6G5	Homo sapiens	Metazoa	202		0	False
Q95ZL9	Caenorhabditis elegans	Metazoa	152		0	False
O82230	Arabidopsis thaliana	Viridiplantae	182		0	False
P87174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210		0	False
Q9H649	Homo sapiens	Metazoa	340		0	False
Q7SB98	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	312		0	False
Q09838	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	681		0	False
P32524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280		0	False
Q9DB77	Mus musculus	Metazoa	453		0	False
O13709	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244		0	False
Q9SJF1	Arabidopsis thaliana	Viridiplantae	589		0	False
P40993	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198		0	False
Q8RXD3	Arabidopsis thaliana	Viridiplantae	310		0	False
Q9UNA4	Homo sapiens	Metazoa	740		0	False
Q10341	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	504		0	False
O02219	Caenorhabditis elegans	Metazoa	453		0	False
Q9H9P5	Homo sapiens	Metazoa	680		0	False
Q95QW4	Caenorhabditis elegans	Metazoa	561		0	False
P52739	Homo sapiens	Metazoa	623		0	False
Q9UJW9	Homo sapiens	Metazoa	196		0	False
P46939	Homo sapiens	Metazoa	3433		0	False
O54825	Mus musculus	Metazoa	436		0	False
P53895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289		0	False
Q8BGY9	Mus musculus	Metazoa	580		0	True
P03998	Limulus polyphemus	Metazoa	195	20.0	1	
Q9H9K5	Homo sapiens	Metazoa	563	26.0	1	
L8BRS3	Morus alba	Viridiplantae	209	18.0	1	
Q9ERQ6	Rattus norvegicus	Metazoa	571	30.0	1	
Q7YZS9	Conus virgo	Metazoa	67	26.0	1	
P47710	Homo sapiens	Metazoa	185	15.0	1	
O94985	Homo sapiens	Metazoa	981	28.0	1	
Q92765	Homo sapiens	Metazoa	325	32.0	1	
Q8BHP7	Mus musculus	Metazoa	681	32.0	1	
O08795	Mus musculus	Metazoa	521	14.0	1	
E0X9F6	Thaumetopoea pityocampa	Metazoa	126	18.0	1	
G5ED35	Caenorhabditis elegans	Metazoa	135	20.0	1	
Q9NYY1	Homo sapiens	Metazoa	176	24.0	1	
P09586	Mus musculus	Metazoa	222	31.0	1	
Q9NZV1	Homo sapiens	Metazoa	1036	34.0	1	
Q99013	Pseudopleuronectes americanus	Metazoa	82	23.0	1	
Q7SCE9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	385	18.0	1	
Q9Y5U5	Homo sapiens	Metazoa	241	25.0	1	
P01350	Homo sapiens	Metazoa	101	21.0	1	
P19069	Cavia porcellus	Metazoa	1742	19.0	1	
P21956	Mus musculus	Metazoa	463	22.0	1	
P84777	Tityus discrepans	Metazoa	61	23.0	1	
P59938	Olivierus martensii	Metazoa	57	21.0	1	
P13611	Homo sapiens	Metazoa	3396	20.0	1	
Q6TPK4	Actinidia deliciosa	Viridiplantae	116	26.0	1	
P0DPU9	Myrmecia gulosa	Metazoa	67	25.0	1	
P33577	Petromyzon marinus	Metazoa	119	19.0	1	
Q86R84	Dermatophagoides farinae	Metazoa	462	25.0	1	
A0A5C2A2T2	Conus purpurascens	Metazoa	178	24.0	1	
Q5WPZ4	Lutzomyia longipalpis	Metazoa	115	22.0	1	
P25236	Rattus norvegicus	Metazoa	385	19.0	1	
P13204	Bos taurus	Metazoa	129	26.0	1	
O43852	Homo sapiens	Metazoa	315	19.0	1	
P04844	Homo sapiens	Metazoa	631	22.0	1	
P69770	Conus marmoreus	Metazoa	94	25.0	1	
Q92643	Homo sapiens	Metazoa	395	27.0	1	
P25033	Hyalophora cecropia	Metazoa	413	19.0	1	
C0HL38	Trichonephila clavata	Metazoa	60	19.0	1	
P19876	Homo sapiens	Metazoa	107	34.0	1	
P18892	Bos taurus	Metazoa	526	26.0	1	
P40259	Homo sapiens	Metazoa	229	28.0	1	
P18181	Mus musculus	Metazoa	240	22.0	1	
B0JFB8	Antheraea mylitta	Metazoa	105	19.0	1	
P12318	Homo sapiens	Metazoa	317	33.0	1	
Q8WP90	Solenopsis invicta	Metazoa	153	19.0	1	
O93233	Gloydius brevicaudus siniticus	Metazoa	331	23.0	1	
Q5JNJ5	Oryza sativa subsp. japonica	Viridiplantae	237	28.0	1	
Q8T9R8	Stomoxys calcitrans	Metazoa	67	24.0	1	
P09230	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	454	15.0	1	
P05090	Homo sapiens	Metazoa	189	20.0	1	
O14773	Homo sapiens	Metazoa	563	19.0	1	
P07602	Homo sapiens	Metazoa	524	16.0	1	
I6S7G5	Scolopendra mutilans	Metazoa	84	16.0	1	
P55203	Bos taurus	Metazoa	1110	56.0	1	
C9K4X8	Patiria pectinifera	Metazoa	116	29.0	1	
P0DPU8	Scolopendra dehaani	Metazoa	105	24.0	1	
P01033	Homo sapiens	Metazoa	207	23.0	1	
P54660	Dictyostelium discoideum	Other	143	22.0	1	
P80090	Lymnaea stagnalis	Metazoa	122	29.0	1	
Q09098	Mus musculus	Metazoa	99	23.0	1	
Q9VH14	Drosophila melanogaster	Metazoa	210	27.0	1	
P06205	Limulus polyphemus	Metazoa	242	24.0	1	
Q86WA6	Homo sapiens	Metazoa	291	37.0	1	
P80748	Homo sapiens	Metazoa	117	17.0	1	
O96910	Aplysia californica	Metazoa	76	18.0	1	
Q62632	Rattus norvegicus	Metazoa	306	18.0	1	
F1RRV3	Sus scrofa	Metazoa	2692	19.0	1	
Q84ZX5	Artemisia vulgaris	Viridiplantae	132	24.0	1	
Q5XM24	Dictyostelium discoideum	Other	494	18.0	1	
Q27082	Tachypleus tridentatus	Metazoa	673	19.0	1	
P04119	Sus scrofa	Metazoa	178	18.0	1	
P16882	Mus musculus	Metazoa	650	24.0	1	
Q6UWY5	Homo sapiens	Metazoa	402	28.0	1	
P86929	Metaphire guillelmi	Metazoa	73	14.0	1	
O00206	Homo sapiens	Metazoa	839	23.0	1	
P85213	Galleria mellonella	Metazoa	72	29.0	1	
Q15762	Homo sapiens	Metazoa	336	18.0	1	
Q7Q7R8	Anopheles gambiae	Metazoa	89	29.0	1	
P82103	Mytilus galloprovincialis	Metazoa	96	20.0	1	
P51868	Rattus norvegicus	Metazoa	413	19.0	1	
Q7M4T0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	480	17.0	1	
Q867W1	Procambarus clarkii	Metazoa	76	27.0	1	
Q62598	Rattus norvegicus	Metazoa	687	17.0	1	
P15261	Mus musculus	Metazoa	477	25.0	1	
Q08738	Bombyx mori	Metazoa	239	16.0	1	
Q91XZ4	Mus musculus	Metazoa	772	28.0	1	
Q76IQ4	Oncorhynchus mykiss	Metazoa	111	26.0	1	
P80961	Myoxocephalus octodecemspinosus	Metazoa	128	20.0	1	
Q9NPA0	Homo sapiens	Metazoa	242	23.0	1	
P18709	Xenopus laevis	Metazoa	1807	15.0	1	
Q13145	Homo sapiens	Metazoa	260	20.0	1	
Q6UXD5	Homo sapiens	Metazoa	910	27.0	1	
Q16927	Aedes aegypti	Metazoa	2169	46.0	1	
P14209	Homo sapiens	Metazoa	185	22.0	1	
P33559	Aspergillus kawachii (strain NBRC 4308)	Fungi	327	25.0	1	
Q9BZR6	Homo sapiens	Metazoa	473	26.0	1	
Q96HF1	Homo sapiens	Metazoa	295	24.0	1	
Q99944	Homo sapiens	Metazoa	293	25.0	1	
P10820	Mus musculus	Metazoa	554	20.0	1	
Q6UW88	Homo sapiens	Metazoa	154	22.0	1	
Q6QD51	Rattus norvegicus	Metazoa	949	27.0	1	
O43866	Homo sapiens	Metazoa	347	19.0	1	
P85261	Actinidia chinensis var. chinensis	Viridiplantae	213	24.0	1	
A0A1L6K371	Juglans nigra	Viridiplantae	510	23.0	1	
P10493	Mus musculus	Metazoa	1245	28.0	1	
P30986	Eschscholzia californica	Viridiplantae	538	23.0	1	
P01830	Rattus norvegicus	Metazoa	161	19.0	1	
A0A023W145	Ethmostigmus rubripes	Metazoa	88	24.0	1	
P0DUS5	Doratifera vulnerans	Metazoa	57	24.0	1	
Q8L5J1	Solanum lycopersicum	Viridiplantae	399	26.0	1	
Q96BY9	Homo sapiens	Metazoa	339	30.0	1	
P0DSJ6	Myrmecia gulosa	Metazoa	62	24.0	1	
P0DUS7	Doratifera vulnerans	Metazoa	56	19.0	1	
P32802	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	667	22.0	1	
P18761	Mus musculus	Metazoa	317	17.0	1	
F1AWB0	Vaejovis mexicanus	Metazoa	82	22.0	1	
P18684	Protophormia terraenovae	Metazoa	101	18.0	1	
Q9SLP4	Tulipa saxatilis subsp. bakeri	Viridiplantae	314	26.0	1	
P34746	Oreochromis mossambicus	Metazoa	204	17.0	1	
Q62192	Mus musculus	Metazoa	661	20.0	1	
Q6UX39	Homo sapiens	Metazoa	209	16.0	1	
P0DMD3	Scolopendra mutilans	Metazoa	105	21.0	1	
P17164	Rattus norvegicus	Metazoa	462	28.0	1	
P0C1X6	Tityus discrepans	Metazoa	62	26.0	1	
P28798	Mus musculus	Metazoa	589	17.0	1	
O88188	Mus musculus	Metazoa	162	19.0	1	
P27731	Gallus gallus	Metazoa	150	20.0	1	
Q9UIK5	Homo sapiens	Metazoa	374	40.0	1	
P00635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	17.0	1	
Q6UXH1	Homo sapiens	Metazoa	353	24.0	1	
Q99969	Homo sapiens	Metazoa	163	20.0	1	
P55899	Homo sapiens	Metazoa	365	23.0	1	
Q95NY5	Anopheles stephensi	Metazoa	315	18.0	1	
P29022	Zea mays	Viridiplantae	280	25.0	1	
P82384	Drosophila melanogaster	Metazoa	92	16.0	1	
B0XT72	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	452	19.0	1	
P09486	Homo sapiens	Metazoa	303	17.0	1	
P01538	Viscum album	Viridiplantae	111	26.0	1	
Q05091	Pyrus communis	Viridiplantae	330	24.0	1	
Q8WML4	Bos taurus	Metazoa	580	22.0	1	
P35495	Sus scrofa	Metazoa	133	24.0	1	
B2NHN2	Talaromyces funiculosus	Fungi	339	20.0	1	
P01137	Homo sapiens	Metazoa	390	29.0	1	
P20462	Notamacropus eugenii	Metazoa	176	18.0	1	
Q6T6C1	Theromyzon tessulatum	Metazoa	107	21.0	1	
C0H9B6	Salmo salar	Metazoa	413	19.0	1	
P30438	Felis catus	Metazoa	92	22.0	1	
Q6UX52	Homo sapiens	Metazoa	265	20.0	1	
P27773	Mus musculus	Metazoa	505	24.0	1	
Q62867	Rattus norvegicus	Metazoa	317	24.0	1	
O75711	Homo sapiens	Metazoa	98	20.0	1	
P91745	Lucilia cuprina	Metazoa	375	20.0	1	
P59665	Homo sapiens	Metazoa	94	19.0	1	
Q9YH85	Gallus gallus	Metazoa	2120	24.0	1	
O00105	Aspergillus niger	Fungi	564	19.0	1	
P56201	Oryctolagus cuniculus	Metazoa	797	24.0	1	
Q9BXJ3	Homo sapiens	Metazoa	329	16.0	1	
P02814	Homo sapiens	Metazoa	79	22.0	1	
Q96F46	Homo sapiens	Metazoa	866	32.0	1	
P17690	Bos taurus	Metazoa	345	19.0	1	
P83869	Drosophila melanogaster	Metazoa	46	22.0	1	
O15455	Homo sapiens	Metazoa	904	23.0	1	
P01068	Ananas comosus	Viridiplantae	246	19.0	1	
Q9LLT1	Juniperus virginiana	Viridiplantae	367	21.0	1	
Q8I948	Acanthoscurria gomesiana	Metazoa	156	23.0	1	
Q8NBL1	Homo sapiens	Metazoa	392	23.0	1	
O43155	Homo sapiens	Metazoa	660	35.0	1	
Q9TY95	Plasmodium falciparum (isolate 3D7)	Other	997	22.0	1	
Q99MA2	Rattus norvegicus	Metazoa	674	22.0	1	
Q96LA5	Homo sapiens	Metazoa	508	19.0	1	
Q8TCT8	Homo sapiens	Metazoa	520	25.0	1	
P12872	Homo sapiens	Metazoa	115	25.0	1	
P25291	Canis lupus familiaris	Metazoa	509	21.0	1	
Q9P2K2	Homo sapiens	Metazoa	825	27.0	1	
P55955	Caenorhabditis elegans	Metazoa	132	19.0	1	
O75629	Homo sapiens	Metazoa	220	31.0	1	
P32358	Bombyx mori	Metazoa	579	15.0	1	
Q53B52	Ophiophagus hannah	Metazoa	78	21.0	1	
P08505	Mus musculus	Metazoa	211	24.0	1	
Q589G4	Anoplius samariensis	Metazoa	75	17.0	1	
P20068	Rattus norvegicus	Metazoa	169	22.0	1	
Q875I9	Aspergillus fumigatus	Fungi	238	17.0	1	
P31419	Manduca sexta	Metazoa	161	20.0	1	
P11438	Mus musculus	Metazoa	406	24.0	1	
P60153	Homo sapiens	Metazoa	205	26.0	1	
P13691	Hordeum vulgare	Viridiplantae	152	30.0	1	
O60609	Homo sapiens	Metazoa	400	31.0	1	
O48818	Arabidopsis thaliana	Viridiplantae	257	20.0	1	
P08603	Homo sapiens	Metazoa	1231	18.0	1	
P24821	Homo sapiens	Metazoa	2201	22.0	1	
Q94K85	Arabidopsis thaliana	Viridiplantae	359	26.0	1	
Q99935	Homo sapiens	Metazoa	248	21.0	1	
Q01638	Homo sapiens	Metazoa	556	18.0	1	
Q9R100	Mus musculus	Metazoa	827	25.0	1	
P13727	Homo sapiens	Metazoa	222	16.0	1	
Q09131	Glycine max	Viridiplantae	464	30.0	1	
P11654	Rattus norvegicus	Metazoa	1886	25.0	1	
Q01682	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	18.0	1	
Q76CE8	Typhula ishikariensis	Fungi	243	20.0	1	
P86798	Cupiennius salei	Metazoa	140	19.0	1	
Q653V7	Oryza sativa subsp. japonica	Viridiplantae	885	33.0	1	
Q9ZT66	Zea mays	Viridiplantae	303	43.0	1	
P09619	Homo sapiens	Metazoa	1106	32.0	1	
Q59XX2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	378	32.0	1	
Q8T113	Bombyx mori	Metazoa	227	17.0	1	
P14384	Homo sapiens	Metazoa	443	17.0	1	
P15226	Tityus serrulatus	Metazoa	84	20.0	1	
P04196	Homo sapiens	Metazoa	525	18.0	1	
A0A1S6EK92	Moringa oleifera	Viridiplantae	79	20.0	1	
Q01151	Homo sapiens	Metazoa	205	19.0	1	
Q08481	Mus musculus	Metazoa	727	17.0	1	
Q9XYT4	Cryptorchestia cavimana	Metazoa	128	20.0	1	
Q8MMJ7	Opisthacanthus madagascariensis	Metazoa	68	23.0	1	
Q25055	Holotrichia diomphalia	Metazoa	104	20.0	1	
Q924B5	Rattus norvegicus	Metazoa	250	25.0	1	
P36897	Homo sapiens	Metazoa	503	33.0	1	
Q8I817	Aplysia californica	Metazoa	88	19.0	1	
Q14210	Homo sapiens	Metazoa	128	20.0	1	
P49767	Homo sapiens	Metazoa	419	31.0	1	
